id,Observation1,Observation2,Observation3,Observation4,Observation5,Observation6,Observation7,Observation8
Feature16440,18,16,14,14,85,69,71,75
Feature16441,4,4,1,3,7,11,5,5
Feature16442,2,0,0,2,3,2,5,3
Feature16443,0,0,0,0,0,0,0,0
Feature16444,0,0,0,0,0,0,0,0
Feature16445,0,0,0,0,0,0,0,0
Feature16446,2,0,0,0,0,2,1,3
Feature16447,165,165,167,205,523,486,691,683
Feature16448,0,0,0,0,0,0,0,0
Feature16449,0,0,0,0,0,0,0,0
Feature16450,52,54,73,78,175,194,289,285
Feature16451,5,1,12,9,11,12,36,20
Feature16452,10,8,10,22,44,21,58,51
Feature16453,86,79,70,75,262,276,218,227
Feature16454,0,0,0,0,0,0,0,0
Feature16455,134,144,292,290,395,416,1035,779
Feature16456,0,0,0,0,0,0,0,0
Feature16457,70,58,62,99,211,178,467,387
Feature16458,0,0,0,0,0,0,1,0
Feature16459,6,6,13,10,21,30,47,61
Feature16460,15,15,5,6,52,61,34,35
Feature16461,125,90,107,108,472,543,611,699
Feature16462,0,0,0,0,0,0,0,0
Feature16463,90,97,142,168,304,318,686,529
Feature16464,0,0,0,0,3,1,0,2
Feature16465,26,18,10,6,106,139,57,53
Feature16466,2,3,1,4,9,10,6,6
Feature16467,0,0,0,0,0,0,0,0
Feature16468,0,0,0,0,0,0,0,0
Feature16469,6,4,40,32,25,16,127,102
Feature16470,0,0,0,0,0,0,0,0
Feature16471,3,5,42,75,7,4,120,40
Feature16472,94,77,70,57,213,232,246,268
Feature16473,4,0,2,5,4,8,31,17
Feature16474,0,0,0,0,0,0,0,0
Feature16475,0,0,0,0,0,1,1,0
Feature16476,0,0,0,0,0,0,0,0
Feature16477,4,3,0,0,6,6,14,8
Feature16478,0,0,0,0,0,0,0,0
Feature16479,92,74,157,171,331,256,587,514
Feature16480,0,0,0,0,0,0,0,0
Feature16481,0,0,0,0,0,0,3,2
Feature16482,0,0,0,0,2,1,1,1
Feature16483,104,66,83,83,333,390,401,416
Feature16484,236,193,426,419,946,723,1813,1756
Feature16485,0,0,0,0,2,0,1,3
Feature16486,0,1,0,0,0,0,0,0
Feature16487,0,0,0,0,1,1,3,2
Feature16488,5,2,4,1,8,12,13,9
Feature16489,149,108,92,116,540,505,577,577
Feature16490,0,0,0,0,1,0,0,2
Feature16491,0,0,1,0,0,1,1,0
Feature16492,0,0,3,0,2,0,13,5
Feature16493,38,63,63,54,136,128,243,193
Feature16494,65,48,51,58,256,234,277,369
Feature16495,55,63,35,43,166,113,184,228
Feature16496,703,685,566,604,1853,1992,2324,2236
Feature16497,0,0,0,0,0,0,0,0
Feature16498,76,56,36,36,314,247,240,260
Feature16499,0,0,0,0,0,0,0,0
Feature16500,1,0,2,0,2,2,6,6
Feature16501,315,302,381,372,1109,1159,1562,1539
Feature16502,7,10,18,16,24,35,48,56
Feature16503,108,107,40,32,443,449,183,250
Feature16504,0,0,1,0,1,0,1,0
Feature16505,0,0,0,0,0,0,0,0
Feature16506,69,52,76,80,236,199,465,466
Feature16507,0,0,0,0,0,0,0,0
Feature16508,0,0,0,0,0,0,0,0
Feature16509,15,12,10,9,39,34,40,60
Feature16510,49,42,41,51,133,131,190,186
Feature16511,63,39,42,47,222,219,245,277
Feature16512,28,19,55,42,110,108,281,324
Feature16513,0,0,0,0,0,0,0,0
Feature16514,0,0,0,0,0,0,0,0
Feature16515,0,0,0,0,1,0,0,0
Feature16516,75,77,78,83,319,275,432,448
Feature16517,140,112,67,62,517,504,439,469
Feature16518,231,243,248,260,783,826,1091,1018
Feature16519,0,0,0,0,0,0,0,0
Feature16520,2,2,1,0,11,5,7,4
Feature16521,0,0,0,0,2,0,3,2
Feature16522,0,0,1,0,0,0,0,0
Feature16523,363,273,506,538,1319,1308,2621,2716
Feature16524,0,0,0,0,0,0,2,2
Feature16525,0,0,0,0,0,0,0,0
Feature16526,0,0,0,0,0,0,0,0
Feature16527,156,160,90,90,479,520,493,506
Feature16528,0,0,0,0,0,0,1,0
Feature16529,230,192,236,231,529,566,916,748
Feature16530,44,47,71,68,137,112,306,221
Feature16531,3,1,3,6,8,15,25,37
Feature16532,9,4,11,5,16,23,22,17
Feature16533,1,0,1,0,2,2,3,3
Feature16534,0,0,0,0,0,0,0,0
Feature16535,0,0,0,0,0,0,0,0
Feature16536,184,153,216,201,595,491,1011,907
Feature16537,52,41,98,102,258,214,383,373
Feature16538,1,2,1,3,13,13,14,20
Feature16539,1,3,2,3,15,7,16,16
Feature16540,8,9,2,4,38,59,13,14
Feature16541,0,0,0,0,1,0,0,0
Feature16542,0,0,0,0,0,0,0,0
Feature16543,504,365,205,215,2511,1920,1784,1891
Feature16544,128,112,134,113,395,412,492,546
Feature16545,279,194,153,148,879,1059,887,931
Feature16546,0,0,0,0,4,1,3,0
Feature16547,350,276,376,435,1219,1095,1563,1418
Feature16548,0,0,0,0,0,0,0,0
Feature16549,0,0,0,0,0,0,0,0
Feature16550,0,0,0,0,0,0,0,0
Feature16551,0,0,0,0,0,0,0,0
Feature16552,31,16,5,2,45,50,20,42
Feature16553,0,0,0,0,0,0,0,0
Feature16554,0,0,0,0,5,1,5,4
Feature16555,0,0,0,1,0,2,0,2
Feature16556,0,0,0,0,0,0,0,0
Feature16557,0,0,0,0,0,0,0,0
Feature16558,0,0,0,0,0,0,0,0
Feature16559,153,111,110,139,539,514,384,523
Feature16560,266,200,531,704,1191,1026,4318,3793
Feature16561,66,78,20,31,278,310,123,179
Feature16562,0,0,0,0,0,1,0,0
Feature16563,1,0,0,1,0,0,0,0
Feature16564,0,1,0,0,0,0,1,1
Feature16565,0,0,0,0,0,2,0,0
Feature16566,0,0,0,0,0,0,0,0
Feature16567,2,0,0,0,0,0,3,0
Feature16568,0,0,0,0,0,0,0,0
Feature16569,19,16,21,16,36,48,72,51
Feature16570,13,15,26,32,73,49,139,81
Feature16571,6,8,54,55,28,28,169,185
Feature16572,293,250,454,450,1114,929,2025,1941
Feature16573,24,15,26,50,160,107,358,333
Feature16574,0,0,0,0,0,0,1,1
Feature16575,0,1,0,1,0,1,4,1
Feature16576,1,0,0,0,0,0,0,0
Feature16577,0,1,1,0,3,2,0,3
Feature16578,127,67,299,348,366,344,1655,1502
Feature16579,4,1,7,2,11,21,20,13
Feature16580,0,0,0,0,0,0,0,0
Feature16581,0,0,0,0,0,0,0,0
Feature16582,0,0,0,0,0,0,0,0
Feature16583,42,42,35,41,190,199,187,212
Feature16584,0,0,0,0,0,0,0,0
Feature16585,0,0,0,0,0,0,0,0
Feature16586,9,5,10,18,28,31,59,43
Feature16587,0,0,0,0,0,0,0,0
Feature16588,152,193,211,227,564,536,1199,1008
Feature16589,63,45,33,34,149,139,174,186
Feature16590,12,6,10,10,49,36,62,84
Feature16591,0,0,0,0,0,0,0,0
Feature16592,0,0,0,0,0,0,0,0
Feature16593,3,13,23,13,18,25,66,49
Feature16594,0,0,0,0,0,0,0,0
Feature16595,1,3,3,1,6,6,14,5
Feature16596,0,1,3,14,3,3,11,12
Feature16597,0,0,0,0,0,0,0,0
Feature16598,2,2,1,1,5,1,1,3
Feature16599,20,9,39,37,59,55,135,141
Feature16600,1092,996,172,137,3515,3759,880,1151
Feature16601,37,46,46,59,139,205,195,219
Feature16602,15,34,33,32,70,82,104,118
Feature16603,0,0,0,0,0,0,0,0
Feature16604,113,92,78,101,389,353,516,513
Feature16605,8,7,6,6,18,11,23,25
Feature16606,0,0,0,0,0,0,0,0
Feature16607,24,19,45,50,133,93,338,289
Feature16608,169,137,93,92,695,547,562,578
Feature16609,0,0,0,0,0,0,0,0
Feature16610,9,4,13,10,45,26,48,60
Feature16611,1149,946,895,920,4183,4382,5110,5504
Feature16612,344,325,300,300,1135,1273,1393,1491
Feature16613,44,49,51,82,207,215,127,193
Feature16614,127,98,156,183,435,372,582,623
Feature16615,0,0,0,0,0,0,0,0
Feature16616,41,26,59,55,130,144,186,167
Feature16617,0,0,0,2,4,2,5,3
Feature16618,1,1,0,0,0,2,1,0
Feature16619,0,0,0,0,0,0,0,0
Feature16620,0,0,0,0,0,1,0,0
Feature16621,0,0,0,0,1,0,1,1
Feature16622,42,48,134,127,86,118,545,510
Feature16623,326,332,347,367,950,900,1250,1176
Feature16624,0,0,0,0,0,0,0,0
Feature16625,1,0,0,2,2,2,6,8
Feature16626,0,0,0,0,1,0,0,0
Feature16627,22,26,70,102,57,51,475,321
Feature16628,0,0,1,1,3,0,2,1
Feature16629,4,3,3,7,12,14,24,20
Feature16630,85,72,61,80,209,225,305,347
Feature16631,262,217,498,576,832,661,2065,1892
Feature16632,0,0,4,3,0,2,0,1
Feature16633,0,0,0,2,3,3,4,4
Feature16634,0,0,0,0,0,0,0,0
Feature16635,149,106,125,148,443,537,624,685
Feature16636,240,186,201,183,859,875,1350,1307
Feature16637,24,23,19,19,94,107,113,111
Feature16638,1580,1535,1554,1786,5028,4842,5842,5570
Feature16639,0,0,0,0,1,0,0,0
Feature16640,28,23,59,68,134,123,280,420
Feature16641,2,7,4,2,7,5,10,12
Feature16642,22,22,24,25,107,89,131,143
Feature16643,0,0,0,0,0,0,0,0
Feature16644,286,285,193,190,585,740,695,604
Feature16645,0,2,0,0,10,5,3,1
Feature16646,103,71,104,81,250,245,415,371
Feature16647,0,3,3,0,6,10,7,6
Feature16648,1,6,3,3,15,7,16,5
Feature16649,0,0,0,1,2,0,1,1
Feature16650,20,20,26,25,62,69,130,100
Feature16651,179,166,384,541,548,482,1825,1651
Feature16652,143,127,115,120,662,721,914,721
Feature16653,0,0,0,0,0,0,0,0
Feature16654,0,0,0,0,1,0,0,0
Feature16655,28,20,26,25,100,119,216,202
Feature16656,442,322,150,143,1327,1284,669,911
Feature16657,59,43,57,67,232,224,324,340
Feature16658,414,294,368,417,1640,1474,2412,2205
Feature16659,0,0,0,0,0,0,0,0
Feature16660,127,120,181,179,342,321,658,566
Feature16661,0,0,4,1,5,4,2,5
Feature16662,46,60,79,80,177,178,328,317
Feature16663,0,0,0,0,0,0,0,0
Feature16664,0,1,0,0,0,0,0,0
Feature16665,0,0,0,0,0,0,0,0
Feature16666,3,1,1,0,4,2,8,1
Feature16667,7,13,1,0,42,25,5,6
Feature16668,145,137,169,200,426,424,686,620
Feature16669,0,0,0,0,0,0,0,0
Feature16670,0,0,0,0,0,1,0,0
Feature16671,108,97,93,67,280,341,367,397
Feature16672,17,22,9,17,52,70,55,63
Feature16673,655,519,772,806,2480,2030,3420,3407
Feature16674,0,0,0,0,0,0,0,0
Feature16675,17,10,7,12,44,54,44,58
Feature16676,359,288,117,117,1140,1219,604,755
Feature16677,1,2,1,2,6,4,3,4
Feature16678,0,0,0,1,3,1,4,5
Feature16679,0,0,0,0,0,0,0,0
Feature16680,34,21,20,18,101,86,106,108
Feature16681,100,97,140,135,405,355,650,581
Feature16682,0,3,10,3,9,0,61,32
Feature16683,86,74,26,25,317,313,228,286
Feature16684,60,67,18,17,227,271,134,143
Feature16685,0,0,0,0,0,0,0,0
Feature16686,44,37,42,55,178,133,213,227
Feature16687,0,0,0,0,0,0,0,0
Feature16688,154,135,109,78,651,678,860,742
Feature16689,102,76,145,138,374,311,725,814
Feature16690,12,12,41,54,41,27,169,148
Feature16691,0,2,2,0,0,3,2,9
Feature16692,0,0,0,0,0,0,0,0
Feature16693,0,0,0,0,0,0,0,0
Feature16694,61,54,120,131,212,174,784,557
Feature16695,1,1,0,0,4,5,2,3
Feature16696,575,474,636,695,1906,1895,2622,3016
Feature16697,136,118,84,79,431,412,383,408
Feature16698,0,0,0,0,0,0,0,0
Feature16699,0,0,0,0,0,0,0,0
Feature16700,0,0,0,0,0,0,0,0
Feature16701,0,0,0,0,0,0,0,0
Feature16702,325,253,455,451,1208,1211,2000,2135
Feature16703,0,0,0,0,0,0,0,0
Feature16704,0,0,0,0,0,0,0,0
Feature16705,0,0,0,0,0,0,0,0
Feature16706,11,6,1,4,21,24,11,7
Feature16707,84,55,90,104,233,234,385,451
Feature16708,0,0,0,0,1,1,2,0
Feature16709,103,94,84,115,404,406,715,592
Feature16710,9,3,5,1,16,19,13,16
Feature16711,0,0,0,0,0,0,0,0
Feature16712,30,29,30,27,109,113,139,175
Feature16713,37,30,41,73,118,135,186,161
Feature16714,0,0,0,0,0,0,0,0
Feature16715,0,0,0,0,0,0,0,0
Feature16716,0,0,0,0,0,0,0,0
Feature16717,0,0,0,0,0,0,0,0
Feature16718,138,103,215,218,455,397,865,730
Feature16719,2,1,0,1,10,3,7,8
Feature16720,158,133,176,212,548,496,976,951
Feature16721,28,25,75,74,108,84,365,343
Feature16722,0,0,0,0,0,0,0,0
Feature16723,0,0,0,0,0,0,0,0
Feature16724,0,0,0,0,0,0,0,0
Feature16725,76,63,143,211,304,244,1228,1075
Feature16726,0,0,0,0,0,2,0,0
Feature16727,0,0,0,0,0,0,0,0
Feature16728,185,154,368,361,720,600,1618,1610
Feature16729,0,0,0,0,0,0,0,1
Feature16730,762,634,259,227,2765,2920,1749,1959
Feature16731,53,57,37,40,217,232,187,182
Feature16732,317,283,353,342,985,969,1343,1278
Feature16733,955,850,622,593,2854,3036,2728,2797
Feature16734,0,0,0,0,0,0,0,0
Feature16735,351,271,100,77,858,1022,422,536
Feature16736,0,0,0,0,0,0,0,0
Feature16737,244,227,180,171,722,691,781,721
Feature16738,0,0,0,0,0,0,0,0
Feature16739,15,10,17,26,60,63,93,101
Feature16740,0,0,0,0,0,0,1,0
Feature16741,0,0,0,0,0,0,0,0
Feature16742,5,5,7,8,20,19,30,21
Feature16743,2,1,0,0,2,4,1,3
Feature16744,110,102,136,141,262,290,505,436
Feature16745,1,0,0,0,1,1,3,0
Feature16746,115,122,201,166,495,506,849,724
Feature16747,205,147,264,328,795,670,1274,1495
Feature16748,22,21,14,8,66,81,40,43
Feature16749,83,59,66,87,310,256,468,424
Feature16750,0,0,0,0,0,0,0,0
Feature16751,0,2,1,2,6,3,8,3
Feature16752,57,37,50,48,244,247,371,334
Feature16753,1,2,6,9,14,7,33,15
Feature16754,35,38,25,26,81,100,115,109
Feature16755,30,17,21,11,90,108,115,113
Feature16756,0,0,0,0,0,0,0,0
Feature16757,0,0,0,0,0,0,0,0
Feature16758,1,1,0,0,1,0,0,2
Feature16759,82,68,57,62,222,234,264,287
Feature16760,131,112,197,207,474,480,757,717
Feature16761,0,0,1,0,0,0,0,0
Feature16762,208,221,269,244,633,703,842,828
Feature16763,0,0,0,0,0,0,0,0
Feature16764,0,0,0,0,2,1,0,0
Feature16765,23,12,51,60,53,48,278,320
Feature16766,53,42,35,46,179,183,217,238
Feature16767,0,0,0,0,0,0,0,0
Feature16768,0,0,0,0,0,0,1,1
Feature16769,202,204,270,271,629,641,1008,981
Feature16770,30,27,41,47,144,116,317,308
Feature16771,322,262,180,206,1194,1278,950,1126
Feature16772,39,30,15,36,112,130,146,172
Feature16773,9,14,23,30,27,34,62,54
Feature16774,14,15,12,18,68,77,95,85
Feature16775,0,0,0,0,0,0,0,0
Feature16776,0,0,0,0,0,0,0,0
Feature16777,1,0,0,0,0,0,1,2
Feature16778,16,26,26,36,117,78,106,119
Feature16779,0,0,0,0,0,0,0,0
Feature16780,0,0,0,0,0,0,1,0
Feature16781,0,0,0,0,0,0,0,0
Feature16782,0,0,0,0,0,0,0,0
Feature16783,507,443,657,777,1773,1416,2969,3227
Feature16784,0,0,0,0,0,0,0,0
Feature16785,82,101,90,64,207,248,297,227
Feature16786,0,0,0,0,0,0,0,0
Feature16787,1,4,1,1,27,28,10,14
Feature16788,0,0,0,0,0,0,1,0
Feature16789,13,6,28,23,38,41,129,162
Feature16790,72,60,61,59,152,179,237,208
Feature16791,4,4,3,3,18,7,23,29
Feature16792,11,12,0,2,19,29,8,3
Feature16793,1,0,1,0,0,5,4,6
Feature16794,0,0,0,0,0,0,0,0
Feature16795,0,0,0,0,0,0,0,0
Feature16796,54,74,81,81,148,172,224,225
Feature16797,39,29,32,50,119,150,187,264
Feature16798,0,0,0,0,1,0,0,3
Feature16799,0,0,0,0,0,0,0,0
Feature16800,0,0,0,0,0,0,0,0
Feature16801,0,0,0,0,0,0,0,0
Feature16802,210,234,336,386,684,674,1309,1088
Feature16803,2139,1698,2569,2626,8044,7277,13301,14317
Feature16804,212,169,296,322,855,808,1484,1452
Feature16805,0,0,1,0,0,0,0,0
Feature16806,0,0,0,0,0,0,0,0
Feature16807,935,823,1387,1513,2754,2470,6267,5355
Feature16808,0,0,1,2,2,1,4,7
Feature16809,212,165,145,146,856,777,909,1004
Feature16810,0,0,0,0,0,0,0,0
Feature16811,11,6,8,8,29,16,42,25
Feature16812,0,0,0,0,1,1,0,0
Feature16813,0,0,0,0,0,0,0,0
Feature16814,0,0,0,0,0,0,1,0
Feature16815,236,170,279,359,817,766,1195,1217
Feature16816,182,141,194,199,495,530,866,893
Feature16817,0,0,0,0,0,0,0,0
Feature16818,38,35,53,51,175,133,231,246
Feature16819,0,0,0,0,0,0,0,0
Feature16820,9,4,2,3,12,16,13,11
Feature16821,41,32,76,93,112,98,461,387
Feature16822,0,0,0,1,2,2,0,2
Feature16823,0,0,0,1,0,0,1,0
Feature16824,127,117,112,98,478,484,464,481
Feature16825,0,0,0,0,0,0,0,0
Feature16826,0,0,0,0,0,0,0,0
Feature16827,1,0,0,0,0,0,0,0
Feature16828,0,2,1,2,10,5,9,6
Feature16829,0,0,0,0,0,0,0,0
Feature16830,0,0,0,0,0,0,0,0
Feature16831,3332,2647,2045,2198,11267,13027,10934,12898
Feature16832,0,0,1,4,1,0,5,9
Feature16833,1147,1168,1177,1099,3178,3045,5051,4122
Feature16834,259,186,221,230,816,814,971,1090
Feature16835,172,148,126,147,440,515,572,568
Feature16836,0,0,0,0,0,0,0,0
Feature16837,75,49,192,199,283,184,965,1063
Feature16838,112,93,72,54,461,457,439,448
Feature16839,0,0,0,0,0,0,0,0
Feature16840,0,0,0,0,0,0,1,0
Feature16841,0,0,0,0,0,0,0,0
Feature16842,676,513,203,220,2781,2672,1533,1997
Feature16843,13,12,25,21,23,22,59,39
Feature16844,0,0,0,0,0,0,0,0
Feature16845,0,0,0,0,1,0,0,0
Feature16846,22,20,26,21,102,119,137,119
Feature16847,53,53,66,64,154,130,245,221
Feature16848,49,48,35,26,139,133,154,173
Feature16849,246,211,64,50,491,583,245,243
Feature16850,0,0,0,0,0,0,0,0
Feature16851,16,9,14,11,36,43,75,92
Feature16852,729,663,958,987,2427,2233,3952,3838
Feature16853,1,2,0,1,0,0,1,0
Feature16854,6,7,7,5,24,37,18,17
Feature16855,1,1,1,1,5,2,4,5
Feature16856,0,0,0,0,1,0,0,0
Feature16857,0,0,0,0,0,0,0,0
Feature16858,17,18,5,9,48,45,47,37
Feature16859,58,54,77,86,228,227,402,390
Feature16860,0,1,0,0,11,9,0,0
Feature16861,3,0,0,0,0,4,2,3
Feature16862,29,26,18,23,75,82,131,111
Feature16863,17,12,6,4,71,84,27,32
Feature16864,316,328,279,262,1002,980,1303,1254
Feature16865,172,131,123,136,586,544,675,798
Feature16866,29,19,51,48,84,88,175,204
Feature16867,7,6,2,4,28,24,27,26
Feature16868,90,63,34,24,183,159,181,167
Feature16869,0,0,0,0,0,0,0,0
Feature16870,873,651,787,853,3205,3173,4925,5412
Feature16871,55,35,19,10,207,188,73,115
Feature16872,1,0,1,1,3,3,5,8
Feature16873,1,2,12,15,14,3,34,61
Feature16874,110,114,188,168,291,295,744,669
Feature16875,18,11,27,35,91,86,218,206
Feature16876,8,7,9,12,36,37,71,61
Feature16877,0,0,0,0,0,0,0,0
Feature16878,0,1,0,1,2,1,3,3
Feature16879,1,0,0,0,3,0,4,6
Feature16880,80,73,24,17,264,289,110,132
Feature16881,734,578,1135,1230,2581,2498,5006,4656
Feature16882,1,2,7,0,7,6,11,16
Feature16883,30,11,20,19,51,47,88,74
Feature16884,0,0,0,0,0,0,0,0
Feature16885,0,0,0,0,0,0,0,0
Feature16886,83,52,86,83,214,231,261,305
Feature16887,4,2,2,0,15,14,3,5
Feature16888,8,9,15,10,26,23,23,22
Feature16889,173,133,55,73,566,626,352,386
Feature16890,87,86,48,47,242,253,201,216
Feature16891,0,0,0,0,0,0,0,0
Feature16892,0,0,0,0,0,0,0,0
Feature16893,0,0,0,0,0,0,0,0
Feature16894,0,2,3,1,2,3,15,10
Feature16895,0,0,0,0,0,0,0,0
Feature16896,1,1,0,0,0,2,3,1
Feature16897,492,359,361,380,1736,1685,1835,2135
Feature16898,47,54,78,90,151,154,395,300
Feature16899,0,0,0,1,1,2,1,2
Feature16900,0,0,0,0,0,0,0,0
Feature16901,1,2,3,1,1,0,12,25
Feature16902,9,4,1,6,13,20,21,30
Feature16903,0,0,0,0,0,0,0,0
Feature16904,59,57,37,16,235,217,105,123
Feature16905,267,220,462,508,797,638,1256,1119
Feature16906,0,5,3,4,3,2,11,13
Feature16907,0,0,0,0,0,0,0,0
Feature16908,137,121,113,106,456,459,486,485
Feature16909,10,8,7,12,35,28,53,41
Feature16910,665,613,874,920,2159,2096,4773,5020
Feature16911,2,4,12,2,0,2,66,50
Feature16912,81,74,30,28,366,369,158,172
Feature16913,155,125,151,166,439,436,796,912
Feature16914,0,0,0,0,0,0,0,0
Feature16915,32,33,37,72,135,109,336,279
Feature16916,458,273,232,215,1812,1750,1847,2043
Feature16917,1,0,0,1,2,5,3,0
Feature16918,0,0,0,0,0,0,0,0
Feature16919,34,29,40,45,113,100,138,161
Feature16920,4,3,2,2,6,9,8,9
Feature16921,3448,2675,2016,1962,13535,13470,11075,13929
Feature16922,0,0,0,0,0,0,0,0
Feature16923,5,5,9,12,3,16,44,20
Feature16924,13,13,3,16,69,64,72,90
Feature16925,17,19,5,5,58,56,28,41
Feature16926,11,9,0,0,11,30,2,4
Feature16927,308,275,389,331,1001,1009,1603,1638
Feature16928,1,2,1,1,4,2,10,10
Feature16929,28,27,34,26,85,95,104,125
Feature16930,0,0,0,0,0,0,0,0
Feature16931,0,0,0,0,0,1,2,0
Feature16932,12,9,15,16,40,33,71,37
Feature16933,31,20,33,18,111,116,173,173
Feature16934,0,0,0,0,0,0,0,0
Feature16935,448,445,472,427,1604,1468,2162,1904
Feature16936,0,0,0,0,0,0,0,0
Feature16937,0,0,0,0,0,0,0,0
Feature16938,0,0,0,0,0,0,0,0
Feature16939,0,0,0,0,0,0,0,0
Feature16940,1,1,1,0,3,3,1,3
Feature16941,0,1,1,0,1,1,0,4
Feature16942,11,15,30,34,42,47,145,151
Feature16943,0,0,0,0,0,0,0,0
Feature16944,12,7,11,13,29,41,46,52
Feature16945,0,0,0,0,0,0,0,0
Feature16946,138,100,227,191,414,419,759,789
Feature16947,0,0,0,0,0,0,0,0
Feature16948,0,0,0,0,0,0,0,0
Feature16949,0,0,0,0,2,2,1,1
Feature16950,0,3,0,0,3,1,0,1
Feature16951,18,21,18,12,63,59,66,54
Feature16952,75,55,50,65,222,236,269,284
Feature16953,143,105,120,129,481,488,559,576
Feature16954,1,0,0,0,2,0,0,0
Feature16955,0,0,0,0,0,0,0,0
Feature16956,0,0,0,0,0,0,0,0
Feature16957,0,1,1,0,5,3,11,5
Feature16958,22,27,30,21,80,102,81,105
Feature16959,1,0,0,0,0,0,1,0
Feature16960,2,4,6,8,10,11,12,26
Feature16961,0,0,0,0,0,0,0,0
Feature16962,0,0,0,0,0,0,0,0
Feature16963,0,0,0,0,0,0,0,0
Feature16964,31,26,60,75,109,92,278,237
Feature16965,0,0,0,0,0,0,0,0
Feature16966,0,0,1,0,0,1,2,0
Feature16967,0,0,0,0,0,0,0,0
Feature16968,0,0,0,0,0,0,1,0
Feature16969,0,0,0,0,0,0,0,0
Feature16970,0,0,0,0,0,0,0,0
Feature16971,0,0,0,0,0,0,0,0
Feature16972,0,0,0,0,0,0,0,0
Feature16973,0,0,0,0,0,0,0,0
Feature16974,0,2,8,18,6,3,64,74
Feature16975,63,63,69,67,153,208,299,340
Feature16976,164,113,171,224,484,475,744,748
Feature16977,0,0,0,0,1,0,1,0
Feature16978,0,0,0,0,0,0,0,0
Feature16979,0,0,0,0,0,0,0,0
Feature16980,618,521,460,465,1990,2311,2536,2730
Feature16981,0,0,0,0,0,0,0,0
Feature16982,0,0,0,0,0,0,0,0
Feature16983,0,1,0,0,1,1,2,2
Feature16984,0,0,0,0,0,0,0,0
Feature16985,0,0,0,0,0,0,0,0
Feature16986,0,0,0,0,0,0,0,0
Feature16987,181,200,61,76,590,675,316,344
Feature16988,0,0,0,0,0,0,0,0
Feature16989,1077,935,1275,1389,4205,3681,5639,6031
Feature16990,0,0,0,0,0,0,0,0
Feature16991,0,0,0,0,0,0,0,0
Feature16992,17,7,15,14,45,51,59,57
Feature16993,74,70,52,68,263,284,326,370
Feature16994,0,0,0,0,0,0,0,0
Feature16995,0,0,0,0,0,0,0,0
Feature16996,35,21,9,9,87,90,38,52
Feature16997,366,273,212,203,1117,1235,819,903
Feature16998,0,0,0,0,0,0,0,0
Feature16999,0,0,0,0,0,0,0,0
Feature17000,0,0,0,1,0,0,0,2
Feature17001,0,0,0,0,0,0,0,0
Feature17002,0,0,0,0,0,0,0,0
Feature17003,166,142,80,77,587,631,378,459
Feature17004,0,0,0,2,0,0,0,0
Feature17005,0,0,0,0,0,0,0,0
Feature17006,0,0,0,0,0,0,0,0
Feature17007,0,0,0,0,1,0,0,0
Feature17008,0,0,0,0,0,0,0,0
Feature17009,0,2,0,0,3,2,4,6
Feature17010,1,1,0,0,0,1,1,1
Feature17011,0,0,0,0,0,0,0,0
Feature17012,1,1,0,0,0,1,2,4
Feature17013,3,9,0,3,27,24,18,30
Feature17014,210,176,510,623,672,515,2007,1587
Feature17015,0,0,0,0,0,0,0,0
Feature17016,0,0,0,0,0,0,0,0
Feature17017,0,0,0,0,0,0,0,0
Feature17018,0,0,0,0,0,0,0,0
Feature17019,51,37,63,60,213,187,408,466
Feature17020,1,0,0,0,0,0,0,0
Feature17021,0,0,0,0,0,0,0,0
Feature17022,0,0,0,0,0,1,0,1
Feature17023,145,164,114,70,508,499,563,566
Feature17024,0,0,0,0,0,0,0,0
Feature17025,0,0,0,0,0,0,0,0
Feature17026,20,24,4,5,69,89,28,33
Feature17027,0,0,0,0,0,1,0,0
Feature17028,45,30,30,38,140,137,283,271
Feature17029,20,15,34,20,84,63,186,156
Feature17030,0,0,0,0,0,0,1,0
Feature17031,25,18,54,43,52,94,221,217
Feature17032,588,593,1186,1359,2793,1590,7797,8012
Feature17033,0,0,0,0,0,0,0,0
Feature17034,0,0,0,0,0,0,0,0
Feature17035,111,108,126,123,352,272,495,413
Feature17036,20,17,8,5,35,61,18,27
Feature17037,0,0,2,1,4,4,2,2
Feature17038,0,0,0,0,0,0,0,0
Feature17039,135,105,117,138,389,460,489,586
Feature17040,0,0,0,0,0,0,0,0
Feature17041,0,0,0,0,0,0,0,0
Feature17042,1,2,4,3,4,8,15,13
Feature17043,0,0,0,0,0,0,0,0
Feature17044,24,22,24,24,68,97,127,136
Feature17045,0,0,0,0,0,0,0,0
Feature17046,0,0,0,0,0,0,0,0
Feature17047,0,0,0,0,0,0,0,0
Feature17048,0,0,1,1,0,0,3,1
Feature17049,0,0,0,0,0,0,0,0
Feature17050,0,0,3,0,0,1,8,3
Feature17051,53,53,47,66,122,121,230,207
Feature17052,0,0,0,0,0,0,0,0
Feature17053,0,0,0,0,0,0,0,0
Feature17054,0,0,0,0,0,0,0,0
Feature17055,87,41,55,44,225,261,222,295
Feature17056,1,0,4,2,1,2,26,21
Feature17057,0,0,0,0,0,0,0,0
Feature17058,20,13,36,34,63,43,178,138
Feature17059,0,0,0,0,0,0,0,0
Feature17060,0,0,0,0,0,0,0,0
Feature17061,0,0,0,0,0,0,0,0
Feature17062,0,0,0,0,0,0,0,0
Feature17063,0,0,1,0,0,0,0,0
